school_id,school_name,district_code,district_name,block_name,enrollment_total,lat,lng,stu_tea_ratio,toilet_boys,toilet_girls,has_electricity,num_classrooms,nearest_town_km,enrollment_boys,enrollment_girls,enrollment_3yr_ago,district_aser_pct,medium,category,management,cluster_name,Vac_Math,Vac_Sci,Vac_Eng,Vac_Mar,Vac_Hin,Vac_SST
27029755093,ZP School PimpalWadi 45,NDB01,Nandurbar,Taloda Block,218,21.3448,74.6579,50,true,false,false,10,26,109,109,232,45.5,Marathi,Primary,Government,Taloda Block Center,0,0,0,0,1,0
27021338528,ZP School WaghWadi 46,NDB01,Nandurbar,Shahada Rural,251,21.526,74.4057,25,true,true,true,4,17,125,125,282,45.5,Marathi,Primary,Government,Shahada Rural Center,0,0,0,0,0,0
27026395494,ZP School PimpalPura 47,NDB01,Nandurbar,Nandurbar Urban,345,21.1582,74.4974,44,true,true,true,3,1,172,172,360,45.5,Marathi,Primary,Government,Nandurbar Urban Center,1,1,0,0,0,0
27029186902,ZP School DhanPura 48,NDB01,Nandurbar,Akrani,257,21.4928,74.5632,55,true,true,false,8,36,128,128,231,45.5,Marathi,Primary,Government,Akrani Center,0,0,1,0,0,0
27028188839,ZP School MaliWadi 49,NDB01,Nandurbar,Nandurbar Urban,258,20.8122,73.9979,56,false,true,true,6,27,129,129,233,45.5,Marathi,Primary,Government,Nandurbar Urban Center,0,0,1,0,0,0
27022267868,ZP School KoliPura 50,NDB01,Nandurbar,Akkalkuwa,158,21.2327,74.1446,47,true,false,true,10,6,79,79,154,45.5,Marathi,Primary,Government,Akkalkuwa Center,0,0,0,0,0,0
27021759409,ZP School AmbaPura 51,NDB01,Nandurbar,Akkalkuwa,230,21.6854,73.8912,39,false,true,true,4,11,115,115,203,45.5,Marathi,Primary,Government,Akkalkuwa Center,0,0,0,0,1,0
27029394193,ZP School DhanPura 52,NDB01,Nandurbar,Nandurbar Urban,118,20.9999,74.1833,25,true,true,true,5,31,59,59,125,45.5,Marathi,Primary,Government,Nandurbar Urban Center,0,1,0,0,0,1
27021434447,ZP School BhorGaon 53,NDB01,Nandurbar,Shahada Rural,71,21.7377,74.1533,51,false,false,true,8,38,35,35,84,45.5,Marathi,Primary,Government,Shahada Rural Center,1,0,1,0,0,0
27021329438,ZP School PimpalKhed 54,NDB01,Nandurbar,Navapur,239,20.8719,74.2757,38,true,false,false,6,4,119,119,217,45.5,Marathi,Primary,Government,Navapur Center,1,0,1,0,0,0
27021083996,ZP School PimpalKhed 55,NDB01,Nandurbar,Akrani,84,21.6825,74.3642,47,false,false,true,2,25,42,42,70,45.5,Marathi,Primary,Government,Akrani Center,0,0,1,0,0,0
27029595708,ZP School DhanKhed 56,NDB01,Nandurbar,Nandurbar Urban,230,21.5158,73.8955,23,true,true,true,4,35,115,115,198,45.5,Marathi,Primary,Government,Nandurbar Urban Center,0,0,0,0,0,0
27025570773,ZP School DhanNagar 57,NDB01,Nandurbar,Navapur,214,21.6215,73.8483,23,false,true,true,10,19,107,107,171,45.5,Marathi,Primary,Government,Navapur Center,0,0,0,0,0,0
27025520978,ZP School AmbaWadi 58,NDB01,Nandurbar,Akrani,305,21.3393,74.5299,56,false,true,true,8,39,152,152,253,45.5,Marathi,Primary,Government,Akrani Center,0,0,0,0,0,0
27028302212,ZP School KoliKhed 59,NDB01,Nandurbar,Akrani,141,21.0112,74.1095,41,true,false,true,8,27,70,70,113,45.5,Marathi,Primary,Government,Akrani Center,0,0,0,0,0,0
27024685275,ZP School WaghPura 60,NDB01,Nandurbar,Shahada Rural,349,21.1844,74.5134,43,false,true,false,5,13,174,174,288,45.5,Marathi,Primary,Government,Shahada Rural Center,0,0,0,0,0,0
27028525482,ZP School DhanPura 61,NDB01,Nandurbar,Akkalkuwa,197,21.3132,74.3833,34,true,false,false,8,15,98,98,215,45.5,Marathi,Primary,Government,Akkalkuwa Center,0,1,0,0,0,0
27025201431,ZP School BhorPura 62,NDB01,Nandurbar,Taloda Block,115,21.5003,73.8398,53,false,false,false,5,5,57,57,99,45.5,Marathi,Primary,Government,Taloda Block Center,0,1,0,0,0,0
27028900615,ZP School MaliWadi 63,NDB01,Nandurbar,Navapur,205,21.5688,73.977,54,false,false,false,3,1,102,102,180,45.5,Marathi,Primary,Government,Navapur Center,0,0,1,0,0,0
27029092249,ZP School WaghKhed 64,NDB01,Nandurbar,Akkalkuwa,218,21.3985,74.0792,38,false,false,false,2,31,109,109,200,45.5,Marathi,Primary,Government,Akkalkuwa Center,1,0,1,0,0,0
27021971707,ZP School WaghWadi 65,NDB01,Nandurbar,Shahada Rural,265,21.4232,74.6021,25,true,true,true,2,25,132,132,236,45.5,Marathi,Primary,Government,Shahada Rural Center,1,1,0,0,0,0
27023626976,ZP School BhorNagar 66,NDB01,Nandurbar,Akkalkuwa,200,21.117,73.764,43,false,false,false,2,35,100,100,208,45.5,Marathi,Primary,Government,Akkalkuwa Center,0,0,0,0,0,0
27029057191,ZP School KoliPura 67,NDB01,Nandurbar,Akkalkuwa,383,21.0756,74.3243,43,true,false,true,5,37,191,191,339,45.5,Marathi,Primary,Government,Akkalkuwa Center,1,0,0,0,1,0
27024427086,ZP School MaliGaon 68,NDB01,Nandurbar,Shahada Rural,168,21.6448,73.751,23,true,true,false,10,26,84,84,139,45.5,Marathi,Primary,Government,Shahada Rural Center,1,0,0,0,0,0
27024546440,ZP School AmbaKhed 69,NDB01,Nandurbar,Akkalkuwa,202,21.3983,73.8608,51,false,true,false,6,3,101,101,172,45.5,Marathi,Primary,Government,Akkalkuwa Center,0,0,0,0,0,0
27026024969,ZP School WaghPura 70,NDB01,Nandurbar,Navapur,388,21.1587,73.7229,44,false,true,false,2,38,194,194,419,45.5,Marathi,Primary,Government,Navapur Center,0,0,0,0,0,0
27029359930,ZP School PimpalGaon 71,NDB01,Nandurbar,Navapur,221,20.8378,74.1301,21,false,false,true,4,7,110,110,189,45.5,Marathi,Primary,Government,Navapur Center,0,0,0,0,0,1
27021545020,ZP School KoliPura 72,NDB01,Nandurbar,Navapur,240,21.6369,73.7264,22,false,true,false,8,10,120,120,206,45.5,Marathi,Primary,Government,Navapur Center,0,1,0,0,0,0
27024899585,ZP School DhanGaon 73,NDB01,Nandurbar,Akkalkuwa,368,20.9051,73.7706,34,false,false,true,2,3,184,184,324,45.5,Marathi,Primary,Government,Akkalkuwa Center,0,0,0,1,0,0
27027780633,ZP School PimpalGaon 74,NDB01,Nandurbar,Nandurbar Urban,314,21.4278,74.5274,47,false,true,false,4,9,157,157,355,45.5,Marathi,Primary,Government,Nandurbar Urban Center,0,1,0,0,0,0
27023405909,ZP School MaliWadi 75,NDB01,Nandurbar,Nandurbar Urban,157,21.77,74.4649,60,false,true,true,9,6,78,78,174,45.5,Marathi,Primary,Government,Nandurbar Urban Center,0,0,0,0,0,0
27021216715,ZP School BhorKhed 76,NDB01,Nandurbar,Nandurbar Urban,240,21.7395,73.8224,43,true,true,true,3,14,120,120,206,45.5,Marathi,Primary,Government,Nandurbar Urban Center,0,0,0,0,0,0
27025256443,ZP School WaghWadi 77,NDB01,Nandurbar,Taloda Block,87,21.4662,73.841,60,false,false,true,3,2,43,43,76,45.5,Marathi,Primary,Government,Taloda Block Center,0,0,0,0,0,0
27022544420,ZP School BhorKhed 78,NDB01,Nandurbar,Navapur,126,20.8946,73.7406,52,false,false,false,7,6,63,63,103,45.5,Marathi,Primary,Government,Navapur Center,0,0,0,0,0,0
27027330553,ZP School AmbaKhed 79,NDB01,Nandurbar,Akkalkuwa,250,21.2701,73.9317,31,false,false,true,6,36,125,125,209,45.5,Marathi,Primary,Government,Akkalkuwa Center,0,0,0,0,0,0
27027718671,ZP School AmbaNagar 80,NDB01,Nandurbar,Taloda Block,62,21.6595,74.411,56,true,false,true,5,35,31,31,66,45.5,Marathi,Primary,Government,Taloda Block Center,0,0,0,0,0,0
27021489677,ZP School PimpalKhed 81,NDB01,Nandurbar,Nandurbar Urban,390,21.1918,73.7387,34,false,true,true,9,40,195,195,367,45.5,Marathi,Primary,Government,Nandurbar Urban Center,0,0,0,1,0,0
27026575762,ZP School BhorNagar 82,NDB01,Nandurbar,Akrani,183,21.111,73.7698,20,true,true,true,8,38,91,91,152,45.5,Marathi,Primary,Government,Akrani Center,0,0,0,0,0,0
27027793474,ZP School DhanKhed 83,NDB01,Nandurbar,Navapur,202,21.7692,74.2217,57,true,false,true,9,36,101,101,177,45.5,Marathi,Primary,Government,Navapur Center,0,0,0,0,0,0
27027310632,ZP School BhorNagar 84,NDB01,Nandurbar,Shahada Rural,377,21.0218,74.5701,40,true,true,true,6,2,188,188,403,45.5,Marathi,Primary,Government,Shahada Rural Center,0,0,0,0,0,0
27028633041,ZP School DhanWadi 85,NDB01,Nandurbar,Akrani,263,21.0747,74.106,29,true,false,true,4,34,131,131,219,45.5,Marathi,Primary,Government,Akrani Center,0,0,0,0,0,0
27025900634,ZP School KoliPura 86,NDB01,Nandurbar,Shahada Rural,95,21.7146,74.2456,20,true,true,true,7,39,47,47,81,45.5,Marathi,Primary,Government,Shahada Rural Center,0,0,0,0,0,0
27025268500,ZP School KoliPura 87,NDB01,Nandurbar,Navapur,280,20.8788,74.481,54,true,true,false,8,1,140,140,270,45.5,Marathi,Primary,Government,Navapur Center,1,0,0,0,1,0
27028791941,ZP School BhorPura 88,NDB01,Nandurbar,Taloda Block,71,21.6133,74.4191,46,true,false,false,8,35,35,35,80,45.5,Marathi,Primary,Government,Taloda Block Center,0,0,0,0,0,0
27021296409,ZP School AmbaKhed 89,NDB01,Nandurbar,Nandurbar Urban,352,21.4343,73.7942,49,false,true,false,8,9,176,176,298,45.5,Marathi,Primary,Government,Nandurbar Urban Center,0,0,0,0,0,0
27021491300,ZP School KoliKhed 90,NDB01,Nandurbar,Taloda Block,195,21.6623,74.5177,60,false,false,false,9,2,97,97,218,45.5,Marathi,Primary,Government,Taloda Block Center,0,1,1,0,0,0
27024355867,ZP School KoliPura 91,NDB01,Nandurbar,Nandurbar Urban,334,20.9748,74.2732,43,false,true,true,9,8,167,167,343,45.5,Marathi,Primary,Government,Nandurbar Urban Center,0,0,0,0,0,0
27024606328,ZP School WaghPura 92,NDB01,Nandurbar,Nandurbar Urban,263,20.9531,74.0667,54,true,false,true,2,25,131,131,225,45.5,Marathi,Primary,Government,Nandurbar Urban Center,0,0,0,0,0,0
27029202912,ZP School BhorGaon 93,NDB01,Nandurbar,Akkalkuwa,279,21.0463,73.9355,42,false,true,false,2,40,139,139,275,45.5,Marathi,Primary,Government,Akkalkuwa Center,0,0,0,0,0,0
27021195217,ZP School DhanWadi 94,NDB01,Nandurbar,Shahada Rural,197,21.745,74.1815,47,true,true,true,4,35,98,98,232,45.5,Marathi,Primary,Government,Shahada Rural Center,0,0,0,0,0,1
27026003844,ZP School PimpalNagar 95,NDB01,Nandurbar,Taloda Block,268,21.5177,73.9892,55,true,false,false,7,27,134,134,248,45.5,Marathi,Primary,Government,Taloda Block Center,0,0,1,0,0,0
27027564161,ZP School AmbaPura 96,NDB01,Nandurbar,Akrani,340,21.1392,74.0989,54,true,false,true,6,6,170,170,336,45.5,Marathi,Primary,Government,Akrani Center,0,0,1,0,0,0
27022322283,ZP School MaliWadi 97,NDB01,Nandurbar,Taloda Block,320,21.1566,74.6185,26,false,true,false,8,33,160,160,383,45.5,Marathi,Primary,Government,Taloda Block Center,0,0,0,0,0,0
27026003688,ZP School PimpalKhed 98,NDB01,Nandurbar,Taloda Block,229,21.6294,74.154,45,true,true,false,8,34,114,114,237,45.5,Marathi,Primary,Government,Taloda Block Center,0,0,0,0,0,0
27027279441,ZP School DhanNagar 99,NDB01,Nandurbar,Akkalkuwa,301,21.4959,74.6776,30,false,false,false,6,37,150,150,298,45.5,Marathi,Primary,Government,Akkalkuwa Center,0,0,0,0,0,0
27023164387,ZP School WaghPura 100,NDB01,Nandurbar,Shahada Rural,391,21.7478,74.5227,35,false,true,false,2,5,195,195,382,45.5,Marathi,Primary,Government,Shahada Rural Center,0,1,0,0,0,0
27022238570,ZP School WaghPura 101,NDB01,Nandurbar,Akkalkuwa,137,21.1385,74.2254,26,false,true,false,4,32,68,68,163,45.5,Marathi,Primary,Government,Akkalkuwa Center,0,0,0,0,0,1
27026379368,ZP School KoliNagar 102,NDB01,Nandurbar,Shahada Rural,215,20.9142,73.9552,30,true,true,true,4,25,107,107,195,45.5,Marathi,Primary,Government,Shahada Rural Center,1,1,0,0,0,1
27026908745,ZP School WaghKhed 103,NDB01,Nandurbar,Akkalkuwa,368,21.6024,73.7643,35,false,true,true,10,4,184,184,319,45.5,Marathi,Primary,Government,Akkalkuwa Center,0,0,0,1,0,1
27028950781,ZP School MaliPura 104,NDB01,Nandurbar,Taloda Block,263,21.741,73.8744,21,false,false,true,2,20,131,131,248,45.5,Marathi,Primary,Government,Taloda Block Center,0,1,0,0,0,0
27026181691,ZP School BhorPura 105,NDB01,Nandurbar,Shahada Rural,213,21.3886,74.3575,60,false,false,true,6,18,106,106,234,45.5,Marathi,Primary,Government,Shahada Rural Center,0,0,0,0,0,0
27021022488,ZP School BhorNagar 106,NDB01,Nandurbar,Nandurbar Urban,348,20.8227,73.7831,46,false,true,true,6,23,174,174,387,45.5,Marathi,Primary,Government,Nandurbar Urban Center,1,0,0,0,0,0
27022149690,ZP School PimpalNagar 107,NDB01,Nandurbar,Shahada Rural,103,21.3995,73.926,48,true,true,true,4,17,51,51,107,45.5,Marathi,Primary,Government,Shahada Rural Center,0,0,0,0,0,1
27024815075,ZP School MaliKhed 108,NDB01,Nandurbar,Nandurbar Urban,258,21.0377,74.4973,54,false,false,true,8,31,129,129,221,45.5,Marathi,Primary,Government,Nandurbar Urban Center,0,0,0,0,0,0
27023061157,ZP School KoliKhed 109,NDB01,Nandurbar,Taloda Block,179,21.2744,73.8195,30,false,true,true,6,9,89,89,207,45.5,Marathi,Primary,Government,Taloda Block Center,0,0,0,0,1,0
27025442125,ZP School KoliWadi 110,NDB01,Nandurbar,Taloda Block,220,21.2635,73.7235,51,true,false,true,10,24,110,110,206,45.5,Marathi,Primary,Government,Taloda Block Center,0,1,0,0,0,0
27026016721,ZP School PimpalGaon 111,NDB01,Nandurbar,Akrani,330,21.3609,74.4015,23,false,false,false,4,18,165,165,285,45.5,Marathi,Primary,Government,Akrani Center,0,0,1,0,0,0
27024752638,ZP School WaghPura 112,NDB01,Nandurbar,Navapur,392,21.3467,74.4024,51,true,false,false,5,10,196,196,393,45.5,Marathi,Primary,Government,Navapur Center,0,0,0,0,0,0
27027007892,ZP School KoliPura 113,NDB01,Nandurbar,Shahada Rural,277,21.524,74.3911,57,false,false,false,6,20,138,138,314,45.5,Marathi,Primary,Government,Shahada Rural Center,0,0,0,0,0,1
27029034986,ZP School BhorNagar 114,NDB01,Nandurbar,Akkalkuwa,152,21.0614,73.7973,40,true,false,false,7,27,76,76,158,45.5,Marathi,Primary,Government,Akkalkuwa Center,0,0,0,0,0,0
27029669197,ZP School MaliPura 115,NDB01,Nandurbar,Akrani,84,21.6917,74.5875,46,false,true,false,9,31,42,42,68,45.5,Marathi,Primary,Government,Akrani Center,0,0,0,0,0,0
27029241827,ZP School MaliWadi 116,NDB01,Nandurbar,Akkalkuwa,280,21.7716,73.9426,36,false,true,true,5,40,140,140,313,45.5,Marathi,Primary,Government,Akkalkuwa Center,0,0,0,0,0,0
27025520005,ZP School MaliGaon 117,NDB01,Nandurbar,Taloda Block,373,21.7298,73.7664,51,false,true,true,2,3,186,186,438,45.5,Marathi,Primary,Government,Taloda Block Center,1,0,0,0,0,0
27022352279,ZP School AmbaPura 118,NDB01,Nandurbar,Shahada Rural,60,21.63,74.6463,47,true,false,false,9,9,30,30,63,45.5,Marathi,Primary,Government,Shahada Rural Center,0,1,1,0,0,0
27024544030,ZP School AmbaKhed 119,NDB01,Nandurbar,Navapur,374,21.5805,74.3557,40,false,true,true,10,10,187,187,432,45.5,Marathi,Primary,Government,Navapur Center,0,0,0,0,0,0
27025729225,ZP School PimpalNagar 120,NDB01,Nandurbar,Shahada Rural,342,21.1419,74.1001,43,false,false,true,6,37,171,171,363,45.5,Marathi,Primary,Government,Shahada Rural Center,0,0,0,0,1,0
27027060276,ZP School KoliNagar 121,NDB01,Nandurbar,Nandurbar Urban,345,20.9651,74.2394,54,true,true,false,2,24,172,172,294,45.5,Marathi,Primary,Government,Nandurbar Urban Center,0,0,0,0,0,0
27029375794,ZP School AmbaGaon 122,NDB01,Nandurbar,Nandurbar Urban,231,21.1257,74.0298,35,false,false,true,5,40,115,115,233,45.5,Marathi,Primary,Government,Nandurbar Urban Center,0,0,0,0,0,0
27026940666,ZP School WaghGaon 123,NDB01,Nandurbar,Akrani,400,21.518,73.7709,38,false,true,false,10,27,200,200,472,45.5,Marathi,Primary,Government,Akrani Center,0,1,0,0,0,0
27021860429,ZP School WaghNagar 124,NDB01,Nandurbar,Akrani,136,21.392,74.3127,22,true,false,false,9,26,68,68,109,45.5,Marathi,Primary,Government,Akrani Center,0,0,0,0,0,0
27026418569,ZP School DhanPura 125,NDB01,Nandurbar,Akkalkuwa,225,21.2314,74.2846,49,true,false,false,4,37,112,112,204,45.5,Marathi,Primary,Government,Akkalkuwa Center,1,0,0,0,0,1
27029019964,ZP School PimpalKhed 126,NDB01,Nandurbar,Nandurbar Urban,68,20.9792,74.0263,53,false,false,false,2,23,34,34,70,45.5,Marathi,Primary,Government,Nandurbar Urban Center,0,0,0,0,0,0
27028717330,ZP School AmbaWadi 127,NDB01,Nandurbar,Taloda Block,332,21.0775,74.3318,20,true,false,false,2,26,166,166,271,45.5,Marathi,Primary,Government,Taloda Block Center,0,1,0,0,0,0
27028048791,ZP School KoliGaon 128,NDB01,Nandurbar,Akrani,78,20.9115,74.3783,42,true,false,false,2,35,39,39,78,45.5,Marathi,Primary,Government,Akrani Center,0,0,0,0,0,1
27028374363,ZP School AmbaWadi 129,NDB01,Nandurbar,Navapur,235,21.2675,74.0819,39,true,true,false,3,32,117,117,218,45.5,Marathi,Primary,Government,Navapur Center,1,0,0,0,0,0
